content_id,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
-6697357763177450000.00,Bradesco e Visa anunciam pulseira que substitui cartão | EXAME.com,Goodbye accountants! Startup builds AI to automate all your accounting,Cade autoriza Itaú Unibanco e Mastercard a criarem nova bandeira de cartão,Mobile banking conquista o coração dos brasileiros,Banking Needs a Customer Experience Wake-Up Call
-6654470039478310000.00,My favorite people and resources to learn Android programming from,Post: Just Say mNo to Hungarian Notation,Firebase Test Lab for Android,You SHOULD Learn Vanilla JavaScript Before JS Frameworks - Snipcart,The Broken Window Theory
-6643406494673360000.00,Não existe frete grátis!,Mercado de Cosméticos no Brasil - Setor que não conhece crise!,"Building A Modern, Scalable Backend: Modernizing Monolithic Applications",Amazon causa polêmica com serviço que faz entregas em 1 hora em Paris,Four Node.js Gotchas that Operations Teams Should Know about - The New Stack
-6642751159620060000.00,Ultimate AI battle - Apple vs. Google,Lightning Distribution for Drupal: Build Advanced Authoring Experiences in Drupal 8,The Broken Window Theory,Meet Aquifer: A build system for easier Drupal development,CSS Containment in Chrome 52 | Web Updates - Google Developers
-6623581327558800000.00,"What do you mean by ""Event-Driven""?",Visual Thinking and Learning 3.0 working together at Walmart.com | Happy Melly,When to make a Git Commit,Sobre o Hipsters Ponto Tech,Microservices - When to React Vs. Orchestrate - Capital One DevExchange
-6603970730135140000.00,[Tools] A Tool for tracking Kanban projects (that you can cut out and keep) - Emily Webber,"Feather: A Fast On-Disk Format for Data Frames for R and Python, powered by Apache Arrow",Client-side ranking to more efficiently show people stories in feed,Novas frentes de trabalho da Alelo vão de ações de fidelidade a novos meios de pagamento,Liberty vai adotar telemetria e baratear seguro para bons motoristas
-6603351162010410000.00,"Agile is Dead, Long Live Continuous Delivery - Gradle",Kotlin no Backend (Parte 2) :: Concrete Solutions,Do you want Crappy Agile?,Changing change management,How One Jira Ticket Made My Employer $1MM/Month: 7 Metrics that Actually Matter - JavaScript Scene
-6592496241044170000.00,StrictMode for Runtime Analysis on Android - Google Developers,"Fresco, sim! - Android Dev BR",Creating Compound Views on Android,Android Mobile Vision restores operation and adds Text API | Android Developers Blog,Pull request first - Practical Blend
-6590819806697890000.00,Using DiffUtil in Android RecyclerView,Usando o git add interativo,Sobre o Hipsters Ponto Tech,Graduação já não garante uma carreira de sucesso em TI - CIO,Sam Newman - Backends For Frontends
-6590064508646490000.00,VersionOne AgilelIVE™ Webinar Series| SAFe® Expert Webinar,"Kotlin in Production - What works, Whats broken",Building Flipkart Lite: A Progressive Web App,Combining Spring Boot and JDBI,The Java 8 API Design Principles
-6584408680441470000.00,"Little girls doubt that women can be brilliant, study shows","Por dentro do MariaLab: A tecnologia é área para as mulheres, sim!",De piada sobre TPM a servir cafezinho: como lidar com machismo no trabalho?,Workplace diversity in Brazil: there's still a long way to go,Este é o melhor jeito de entender como as mulheres sofrem machismo na área de TI
-6579094253358160000.00,Google Cloud Goes to the Farm,Why image recognition is about to transform business,Nespresso,How to Create an Exponential Mindset,Mobile marketing statistics 2016
-6545872007932020000.00,Android Developers Summer Reading List,DBA BRASIL no INTEROPMIX 2016,Visa inaugura centro para inovação em pagamento digital | EXAME.com,bliki: StranglerApplication,Closure Compiler in JavaScript
-6542996094878850000.00,Front in BH 2016,Google Cloud Platform sets a course for new horizons,Python Is Not Java (dirtSimple.org),XP quer ter banco no Brasil e vai abrir escritório em Genebra este mês,"If you think women in tech is just a pipeline problem, you haven't been paying attention - Tech Diversity Files"
-6523871595334450000.00,Why Evernote Is Giving Up on Its Data Centers for Google Cloud,Closure Compiler in JavaScript,"GitLab launches Issue Boards, an open-source task management tool that resembles Trello",You SHOULD Learn Vanilla JavaScript Before JS Frameworks - Snipcart,Chrome OS now has Material Design for the desktop
-6484638837208280000.00,The AI business landscape,"Google lança Science Journal, aplicativo de ciências para Android | Google Discovery",Why the customer experience matters,"Secret's founder returns with Bold, a Medium for enterprise","Amazon open-sources its own deep learning software, DSSTNE"
-6467708104873170000.00,"Secret's founder returns with Bold, a Medium for enterprise","How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel",Text summarization with TensorFlow,The AI business landscape,This Super Accurate Portrait Selection Tech Uses Neural Networks
-6444494220871850000.00,Containers are not VMs,Most Interesting APIs in 2016: Cognitive Computing,CSS Containment in Chrome 52 | Web Updates - Google Developers,Google lança YouTube Kids no Brasil | Google Discovery,Hacked Website Report - 2016/Q3
-6400214860728930000.00,15 Interesting JavaScript and CSS Libraries for October 2016,Dark Scrum,Cubr,Visa inaugura centro para inovação em pagamento digital | EXAME.com,Um bilhão de arquivos mostram quem vence a disputa tabs vs. espaços entre programadores
-6369211973034950000.00,Up your app's sharing game with DirectShare - Google Developers,Building more accessible technology,StrictMode for Runtime Analysis on Android - Google Developers,Designing smart notifications,Usability Heuristics for Bots - Chatbots Magazine
-6347212504547570000.00,"Margaret Gould Stewart: How giant websites design for you (and a billion others, too)",Up your app's sharing game with DirectShare - Google Developers,Designing smart notifications,"Google acquires Synergyse, an interactive training service for Google Apps","Bots, Messenger and the future of customer service"
-6340141548068590000.00,Microsoft's Open Source Love Affair Reaches New Heights,Robô acha de almoço de 12 kg a cervejas pagas pelo cidadão,​Microsoft and Canonical partner to bring Ubuntu to Windows 10 | ZDNet,SOA com microserviços - Sensedia,My experience with Google's Associate Android Developer Certification
-6289909056857930000.00,Shopping app Spring's redesign could be a game-changer,Bradesco e Visa anunciam pulseira que substitui cartão | EXAME.com,Bradesco vai testar tecnologia por trás do bitcoin em São Paulo,The future of the shopping mall,Design Kit: Prototyping
-6273159470243750000.00,"How to forecast demand with Google BigQuery, public datasets and TensorFlow | Google Cloud Big Data and Machine Learning Blog","Build your own scalable, location analysis platform with Google Cloud Platform and Maps APIs",Google Cloud Goes to the Farm,Google acquires deep search engine Kifi to enhance its Spaces group chat app,How to Create an Exponential Mindset
-6255158415883840000.00,O valor de seu trabalho de coaching vai depender de suas habilidades de acompanhamento - Harvard Business Review Brasil,Investimentos em coaching e mentoring aumentam nas empresas,O que você deve fazer para se tornar um líder melhor?,Cinco competências comportamentais para você ser um bom líder,What Science Tells Us About Leadership Potential
-6245566021053600000.00,This Super Accurate Portrait Selection Tech Uses Neural Networks,Powering a more connected and collaborative enterprise,"Google launches Springboard, an AI-powered assistant for its enterprise customers","Google Slides incorpora recurso de ""perguntas e respostas"" em tempo real | Google Discovery","Amazon open-sources its own deep learning software, DSSTNE"
-6156751702010460000.00,Advanced Android Espresso,My favorite people and resources to learn Android programming from,Firebase Test Lab for Android,StrictMode for Runtime Analysis on Android - Google Developers,Post: Just Say mNo to Hungarian Notation
-6076367233589220000.00,Why Silicon Valley is all wrong about Apple's AirPods - Chris Messina,Visa inaugura centro para inovação em pagamento digital | EXAME.com,Programação Reativa Funcional com RxJava,Using DiffUtil in Android RecyclerView,"Fresco, sim! - Android Dev BR"
-6074646493203710000.00,Alecrim/AlecrimCoreData,Joel on Software,Ordering coffee in Italy: the 10 commandments,"AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts",WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday
-6058152698516590000.00,"Have a Coke, take a photo and celebrate the Coke bottle's 100th anniversary using How-Old.net",7 Questions to Ask Before Your Next Digital Transformation,Blaise Agüera y Arcas: How computers are learning to be creative,Coca-Cola Is Paying $575 Million for Unilever's Soy Drink Business,The Difference Between Sympathy And Empathy - Expanded Consciousness
-6009377241272750000.00,Why image recognition is about to transform business,Google Cloud Goes to the Farm,Mobile marketing statistics 2016,"Google launches Springboard, an AI-powered assistant for its enterprise customers","Who Owns Digital Transformation? According To A New Survey, It's Not The CIO"
-5997769775112030000.00,The rise of APIs,Assessing Salesforce's platform and ecosystem | ZDNet,Robert Waldinger: Do que é feita uma vida boa? Lições do mais longo estudo sobre felicidade,Especial: O papel dos grandes provedores de TI na Rio 2016,"Adobe, Acquia, Episerver Lead New Forrester WCM Wave"
-5952729859839520000.00,O valor de seu trabalho de coaching vai depender de suas habilidades de acompanhamento - Harvard Business Review Brasil,How to augment your career with leadership coaching,Como resolver conflitos no ambiente corporativo us,O que você deve fazer para se tornar um líder melhor?,Lean IT is all about people - o Lean na TI é focado em pessoas
-5920475612630000000.00,Node.js Best Practices - How to Become a Better Developer in 2017 | @RisingStack,Ciclistas relatam roubos com agressividade na avenida dos Andradas,Java Tools and Technologies Landscape Report 2016 | zeroturnaround.com,Berners-Lee quer criar outra Web,"Google Pixel, o primeiro smartphone feito pelo Google | Google Discovery"
-5912792039759730000.00,Latin America's chronic inefficiency could drive more O2O commerce growth,Liberty vai adotar telemetria e baratear seguro para bons motoristas,Novas frentes de trabalho da Alelo vão de ações de fidelidade a novos meios de pagamento,PwC faz virada digital e já fatura US$ 1 bilhão no mundo,Mobile Time
-5879360586463360000.00,On DRY and the cost of wrongful abstractions,Monitoramento em tempo real com Elasticsearch e Kibana,10 Modern Software Over-Engineering Mistakes,Decentralizing IoT networks through blockchain,The Continuous Delivery Maturity Model
-5850390492300660000.00,SOA com microserviços - Sensedia,Lessons from converting an app to 100% Kotlin - Keepsafe Engineering,Building Spring Cloud Microservices That Strangle Legacy Systems,The Netflix Tech Blog: Engineering Trade-Offs and The Netflix API Re-Architecture,On Orchestrated Microservices - Built to Adapt
-5848755753905480000.00,"Tabs vs Spaces: How They Write Java at Google, Twitter, Mozilla and Pied Piper | Takipi Blog",Firebase and Google Cloud: better together,VMware Cloud™ on AWS - A Closer Look - frankdenneman.nl,Google Cloud Platform's preemptible VMs are now up to 33% cheaper,Programação Reativa Funcional com RxJava
